NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
CHISHOLM TRAIL TECHNOLOGY CENTER,283 STATE HIGHWAY 33,OMEGA,OK,73764,(405) 729-8324,198,KINGFISHER,40073,USA,35.842115,-98.201672,www.cttc.edu/
UNIVERSITY OF PHOENIX-ARIZONA,4035 SOUTH RIVERPOINT PARKWAY,PHOENIX,AZ,85040,(866) 766-0766,97248,MARICOPA,04013,USA,33.40207556200005,-111.96616608099998,https://www.phoenix.edu/
UNIVERSITY OF PHOENIX-VIRGINIA,4636 COLUMBUS STREET,VIRGINIA BEACH,VA,23462,(866) 766-0766,-999,HENRICO,51087,USA,37.642560751000076,-77.56349604599995,https://www.phoenix.edu
THE CATHOLIC UNIVERSITY OF AMERICA,"620 MICHIGAN AVENUE, NE",WASHINGTON,DC,20064,(202) 319-5000,7186,DISTRICT OF COLUMBIA,11001,USA,38.93579560500007,-76.99896138699995,https://www.catholic.edu/
CARRINGTON COLLEGE-BOISE,1122 N. LIBERTY ST.,BOISE,ID,83704,(208) 377-8080,594,ADA,16001,USA,43.615934922000065,-116.26057127099995,https://carrington.edu/
ILLINOIS VALLEY COMMUNITY COLLEGE,815 N ORLANDO SMITH ROAD,OGLESBY,IL,61348,(815) 224-2720,2731,LASALLE,17099,USA,41.30652,-89.102036,https://www.ivcc.edu/
WILKES-BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING,350 JUMPER RD,WILKES BARRE,PA,18705,(570) 822-6539 EXT 8,162,LUZERNE,42079,USA,41.26215359500003,-75.81012073999995,https://www.wbpracnsg.com/
LORENZO WALKER TECHNICAL COLLEGE,3702 ESTEY AVENUE,NAPLES,FL,34104,(239) 377-0900,826,COLLIER,12021,USA,26.14114076100003,-81.76356817299995,lwtc.edu/
UNIVERSITY OF EVANSVILLE,1800 LINCOLN AVENUE,EVANSVILLE,IN,47722,(812) 488-2000,2905,VANDERBURGH,18163,USA,37.971763390000035,-87.53237940599996,www.evansville.edu/
ALMA COLLEGE,614 W SUPERIOR,ALMA,MI,48801,(989) 463-7111,1781,GRATIOT,26057,USA,43.379236364000064,-84.67007272699999,alma.edu/
UNIVERSITY SYSTEM OF MARYLAND,701 E. PRATT ST.,BALTIMORE,MD,21201,(301) 445-1901,97,BALTIMORE CITY,24510,USA,39.286064,-76.605568,www.usmd.edu/
MCPHS UNIVERSITY,179 LONGWOOD AVE,BOSTON,MA,02115,(617) 732-2800,8938,SUFFOLK,25025,USA,42.33703600600006,-71.10096442099996,www.mcphs.edu/
BETHEL UNIVERSITY,3900 BETHEL DR,SAINT PAUL,MN,55112,(651) 638-6400,4693,RAMSEY,27123,USA,45.057834582000055,-93.16036575699997,https://www.bethel.edu/
PAUL MITCHELL THE SCHOOL-MISSOURI COLUMBIA,1101 HUTCHENS DRIVE,COLUMBIA,MO,65203,(573) 449-7527,104,BOONE,29019,USA,38.969221653000034,-92.31041727699994,missouricolumbia.paulmitchell.edu/
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,9201 UNIVERSITY CITY BLVD,CHARLOTTE,NC,28223,(704) 687-2000,34319,MECKLENBURG,37119,USA,35.306834105000064,-80.73579016799994,https://www.uncc.edu/
EVANS HAIRSTYLING COLLEGE-REXBURG,67 WINN DR,REXBURG,ID,83440,(208) 359-8141,78,MADISON,16065,USA,43.82471599400003,-111.81237196099994,www.evanshairstylingcollege.com/
SAN JOAQUIN VALLEY COLLEGE-HESPERIA,9331 MARIPOSA ROAD,HESPERIA,CA,92344,(559) 734-9000,414,SAN BERNARDINO,06071,USA,34.420760277000056,-117.38316309399994,www.sjvc.edu/
EDUCATIONAL TECHNICAL COLLEGE-RECINTO DE BAYAMON,CALLE SANTA CRUZ #28,BAYAMON,PR,00961,(787) 780-8234,122,BAYAMÓN,72021,PRI,18.39540977300004,-66.15947194099994,www.edutecpr.com/
CORTIVA INSTITUTE-MAITLAND,2600 LAKE LUCIEN DRIVE SUITE#240,MAITLAND,FL,32751,(954) 962-2624,197,ORANGE,12095,USA,28.629921429000035,-81.39717942399994,www.cortiva.edu/
ASSOCIATED BETH RIVKAH SCHOOLS,310 CROWN STREET,BROOKLYN,NY,11225,(718) 735-0400,306,KINGS,36047,USA,40.66606864900007,-73.94978075799997,https://dhl.bethrivkah.edu/
CONCORDE CAREER COLLEGE-MEMPHIS,"5100 POPLAR AVENUE, SUITE 132",MEMPHIS,TN,38137,(901) 761-9494,1513,SHELBY,47157,USA,35.112191374000076,-89.89209334899994,https://www.concorde.edu/campus/memphis-tennessee
CHATFIELD COLLEGE,20918 STATE ROUTE 251,SAINT MARTIN,OH,45118,(513) 875-3344 EXT 152,239,BROWN,39015,USA,39.21036907200005,-83.88715295799994,www.chatfield.edu/
OHIO BUSINESS COLLEGE-SHEFFIELD,5095 WATERFORD DR.,SHEFFIELD VILLAGE,OH,44035,(440) 934-3101 EXT 2330,215,LORAIN,39093,USA,41.42372459200004,-82.07346405799996,www.ohiobusinesscollege.edu/
SUMTER BEAUTY COLLEGE,921 CAROLINA AVE,SUMTER,SC,29150,(803) 773-7311,28,SUMTER,45085,USA,33.945164711000075,-80.35081318499994,www.sumterbeautycollege.com/
LOVE BEAUTY SCHOOL INC,1161 MURFREESBORO HWY,MANCHESTER,TN,37355,(931) 723-8188,82,COFFEE,47031,USA,35.488523514000065,-86.09386315699999,www.lovebeautyschool.net/
UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST. LOUIS,1 PHARMACY PLACE,SAINT LOUIS,MO,63110,(800) 278-5267,1273,ST. LOUIS CITY,29510,USA,38.636659087000055,-90.26162561599995,www.uhsp.edu/
PAUL SMITHS COLLEGE OF ARTS AND SCIENCE,7777 STATE ROUTE 30,PAUL SMITHS,NY,12970,(518) 327-6000,849,FRANKLIN,36033,USA,44.437366,-74.253006,www.paulsmiths.edu/
SUNY COLLEGE OF AGRICULTURE AND TECHNOLOGY AT COBLESKILL,STATE ROUTE 7,COBLESKILL,NY,12043,(518) 255-5525,2563,SCHOHARIE,36095,USA,42.674335,-74.497352,www.cobleskill.edu/
ALASKA PACIFIC UNIVERSITY,4101 UNIVERSITY DR,ANCHORAGE,AK,99508,(907) 561-1266,662,ANCHORAGE,02020,USA,61.19123518300006,-149.80424188299997,www.alaskapacific.edu/
UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE RICH MOUNTAIN,1100 COLLEGE DR,MENA,AR,71953,(479) 394-7622,946,POLK,05113,USA,34.59144869600004,-94.21979901799995,www.uarichmountain.edu/
D A DORSEY TECHNICAL COLLEGE,7100 N. W. 17TH AVENUE,MIAMI,FL,33147,(305) 693-2490 EXT 2111,261,MIAMI-DADE,12086,USA,25.839581672000065,-80.22572499699999,dadorsey.dadeschools.net/
RIVERSIDE COLLEGE OF HEALTH CAREERS,316 MAIN STREET,NEWPORT NEWS,VA,23601,(757) 240-2200,376,NEWPORT NEWS CITY,51700,USA,37.035234451000065,-76.45634463,https://riverside.edu/
ROANE STATE COMMUNITY COLLEGE,276 PATTON LANE,HARRIMAN,TN,37748,(865) 354-3000,5742,ROANE,47145,USA,35.88129050300006,-84.62076583699996,www.roanestate.edu/
STATE CENTER COMMUNITY COLLEGE DISTRICT,1171 FULTON STREET,FRESNO,CA,93721,(559) 243-7100,-999,FRESNO,06019,USA,36.76886523100006,-119.79258540799998,www.scccd.edu/
CEDAR CREST COLLEGE,100 COLLEGE DRIVE,ALLENTOWN,PA,18104,(610) 606-4666,1780,LEHIGH,42077,USA,40.58690928800007,-75.52000399899998,www.cedarcrest.edu/
ST. MARY'S UNIVERSITY,ONE CAMINO SANTA MARIA,SAN ANTONIO,TX,78228,(210) 436-3011,4170,BEXAR,48029,USA,29.453134829000078,-98.56128970299994,www.stmarytx.edu/
NORTHWEST EDUCATIONAL CENTER,2910 ANTOINE B-100,HOUSTON,TX,77092,(713) 680-2929 EXT 2369,92,HARRIS,48201,USA,29.814255,-95.473166,nwec.edu/
FORTIS COLLEGE-RICHMOND,"2000 WESTMORELAND STREET, SUITE A",RICHMOND,VA,23230,(804) 323-1020,561,HENRICO,51087,USA,37.58153733600005,-77.48845476399998,www.fortis.edu/
BRYAN UNIVERSITY,350 W WASHINGTON ST,TEMPE,AZ,85281,(602) 384-2555,1545,MARICOPA,04013,USA,33.437715,-111.94444,bryanuniversity.edu/
BERKELEY CITY COLLEGE,2050 CENTER SREET,BERKELEY,CA,94704,(510) 981-2800,6368,ALAMEDA,06001,USA,37.86976853500005,-122.26987666899998,www.berkeleycitycollege.edu/wp/
AMERICAN EDUCATIONAL COLLEGE,45 SANTA CRUZ STREET,BAYAMON,PR,00961,(787) 798-1199 EXT 251,365,BAYAMÓN,72021,PRI,18.396941584000047,-66.14686604299999,www.amedcopr.com/
UNIVERSITY OF PHOENIX-NEW MEXICO,5700 PASADENA NE,ALBUQUERQUE,NM,87113,(866) 766-0766,13,BERNALILLO,35001,USA,35.19713738400003,-106.58029206899994,https://www.phoenix.edu/
UNIVERSITY OF THE PACIFIC,3601 PACIFIC AVE,STOCKTON,CA,95211,(209) 946-2011,8214,SAN JOAQUIN,06077,USA,37.97976739400008,-121.30923764,www.pacific.edu/
SOUTHEASTERN COMMUNITY COLLEGE,1500 WEST AGENCY ROAD,WEST BURLINGTON,IA,52655,(319) 752-2731,2528,DES MOINES,19057,USA,40.81472574500003,-91.17239404499998,www.scciowa.edu/
SIENA HEIGHTS UNIVERSITY,1247 E. SIENA HEIGHTS DR.,ADRIAN,MI,49221,(517) 263-0731,2437,LENAWEE,26091,USA,41.90578232800004,-84.01527996499999,www.sienaheights.edu/
PENNSYLVANIA STATE UNIVERSITY-PENN STATE BEAVER,100 UNIVERSITY DRIVE,MONACA,PA,15061,(724) 773-3800,-999,BEAVER,42007,USA,40.678253839000035,-80.29623487599997,beaver.psu.edu/
MODESTO JUNIOR COLLEGE,435 COLLEGE AVE,MODESTO,CA,95350,(209) 575-6550,17222,STANISLAUS,06099,USA,37.65204174300004,-121.009723,www.mjc.edu/
BLUE CLIFF COLLEGE-LAFAYETTE,120 JAMES COMEAUX RD.,LAFAYETTE,LA,70508,(337) 269-0620,329,LAFAYETTE,22055,USA,30.18456077700006,-92.01574062699996,bluecliffcollege.edu/
BAYAMON COMMUNITY COLLEGE,17 MACEO ST,BAYAMON,PR,00961,(787) 780-4242,75,BAYAMÓN,72021,PRI,18.398780713000065,-66.15567843399998,www.bccpr.org/
COLEGIO TECNICO DE ELECTRICIDAD GALLOZA,CARR 4416 KM 2.5 INT. BO LAGUNA,AGUADA,PR,00602,(787) 252-0922,42,AGUADA,72003,PRI,18.350821,-67.160809,www.ctegpr.com/CTEG_Web/
WABASH COLLEGE,301 WEST WABASH AVENUE,CRAWFORDSVILLE,IN,47933,(765) 361-6100,1150,MONTGOMERY,18107,USA,40.037030231000074,-86.90781111599995,www.wabash.edu/
BATES COLLEGE,2 ANDREWS ROAD,LEWISTON,ME,04240,(207) 786-6000,2752,ANDROSCOGGIN,23001,USA,44.105299184000046,-70.20333261999997,www.bates.edu/
NORTHERN MICHIGAN UNIVERSITY,1401 PRESQUE ISLE AVENUE,MARQUETTE,MI,49855,(906) 227-2650,8388,MARQUETTE,26103,USA,46.55803663900008,-87.40385725099998,https://www.nmu.edu/
SOUTHWEST MINNESOTA STATE UNIVERSITY,1501 STATE ST,MARSHALL,MN,56258,(507) 537-7678,7698,LYON,27083,USA,44.45454662800006,-95.75899725799997,www.smsu.edu/
DAWSON COMMUNITY COLLEGE,300 COLLEGE DR,GLENDIVE,MT,59330,(406) 377-3396,465,DAWSON,30021,USA,47.08539614000006,-104.72548542299995,www.dawson.edu/
DAKOTA COLLEGE AT BOTTINEAU,105 SIMRALL BLVD,BOTTINEAU,ND,58318,(701) 228-2277,1207,BOTTINEAU,38009,USA,48.832505197000046,-100.44110261399999,www.dakotacollege.edu/
EMPIRE BEAUTY SCHOOL-HANOVER PARK,1166 EAST LAKE ST,HANOVER PARK,IL,60133,(800) 920-4593,-999,DUPAGE,17043,USA,41.97747120200006,-88.13563052199999,www.empire.edu/
DRURY UNIVERSITY,900 N. BENTON AVE,SPRINGFIELD,MO,65802,(417) 873-7879,2032,GREENE,29077,USA,37.219680768000046,-93.28619178499997,www.drury.edu/
JOHNSON C SMITH UNIVERSITY,100 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,(704) 378-1000,1668,MECKLENBURG,37119,USA,35.24303258600003,-80.85725120399997,www.jcsu.edu/
BOLIVAR TECHNICAL COLLEGE,1135 NORTH OAKLAND AVENUE,BOLIVAR,MO,65613,(417) 777-5062,166,POLK,29167,USA,37.62389583300006,-93.42162523499996,www.bolivarcollege.org/
MASTER'S BARBER & STYLING COLLEGE,14665 D LEBANON ROAD,OLD HICKORY,TN,37138,(615) 754-8144,26,WILSON,47189,USA,36.21966429200006,-86.57137476499997,mastersbarbercollege.edu/
THE COLLEGE OF HEALTH CARE PROFESSIONS-SOUTH SAN ANTONIO,1964 SW MILITARY DRIVE,SAN ANTONIO,TX,78221,(210) 957-3826,408,BEXAR,48029,USA,29.356193205000068,-98.52483566599994,chcp.edu/
SHEAR PERFECTION ACADEMY OF COSMETOLOGY,5620 NOLESVILLE PIKE,NASHVILLE,TN,37211,(615) 672-7800 EXT 700,108,DAVIDSON,47037,USA,36.04762,-86.709812,www.spanash.com/
STRAYER UNIVERSITY - DECATUR CAMPUS,"305 2ND AVENUE, SOUTHEAST",DECATUR,AL,35601,NOT AVAILABLE,-999,MORGAN,01103,USA,34.60167330400003,-86.98550820299994,NOT AVAILABLE
ARIZONA STATE UNIVERSITY - YAVAPAI COLLEGE PRESCOTT VALLEY CAMPUS,6955 PANTHER PATH,PRESCOTT VALLEY,AZ,86314,NOT AVAILABLE,-999,YAVAPAI,04025,USA,34.59775480300004,-112.34313607599995,NOT AVAILABLE
EDUCATIONAL TECHNICAL COLLEGE,"CALLE ALBIZU CAMPOS #65, INTERIOR",LARES,PR,00669,(787) 780-8234,123,LARES,72081,PRI,18.29480930400007,-66.87726620299998,www.edutecpr.com
MARYLAND INSTITUTE COLLEGE OF ART,1300 MOUNT ROYAL AVENUE,BALTIMORE,MD,21217,(410) 669-9200,2988,BALTIMORE CITY,24510,USA,39.30879239400008,-76.62103304799996,www.mica.edu/
CAAN ACADEMY OF NURSING,4747 LINCOLN MALL DR. - SUITE 420,MATTESON,IL,60443,(708) 983-1645,104,COOK,17031,USA,41.505199,-87.731574,caanacademy.org/
MED ACADEMY,"3418 WEST 84TH STREET, SUITE 106",HIALEAH,FL,33018,(786) 271-0987,125,MIAMI-DADE,12086,USA,25.898258,-80.352569,www.medacademy.edu/
CHRISTIAN CULINARY ACADEMY,289 N SPRUCE ST #1484,CANNON BEACH,OR,97110,(503) 794-4083,17,CLATSOP,41007,USA,45.900373,-123.960608,https://www.christianculinary.org/
LENOIR COMMUNITY COLLEGE,231 HIGHWAY 58 SOUTH,KINSTON,NC,28502,(252) 527-6223,2839,LENOIR,37107,USA,35.234405,-77.571532,https://www.lenoircc.edu/
GANNON UNIVERSITY,109 W SIXTH ST,ERIE,PA,16541,(814) 871-7000,5108,ERIE,42049,USA,42.12824324800005,-80.08661931099994,www.gannon.edu/
THE ART INSTITUTE OF VIRGINIA BEACH,"TWO COLUMBUS CENTER, 4500 MAIN ST STE 100",VIRGINIA BEACH,VA,23462,(757) 493-6700,258,VIRGINIA BEACH CITY,51810,USA,36.842378960000076,-76.13173190899994,www.artinstitutes.edu/virginia-beach/
PASSAIC COUNTY COMMUNITY COLLEGE,ONE COLLEGE BLVD,PATERSON,NJ,07505,(973) 684-6800,6359,PASSAIC,34031,USA,40.91852922100003,-74.16927298399997,www.pccc.edu/
COMPASS COLLEGE OF CINEMATIC ARTS,41 SHELDON BLVD SE,GRAND RAPIDS,MI,49503,(616) 988-1000,99,KENT,26081,USA,42.961895,-85.667072,compass.edu/
PELOTON COLLEGE,8150 NORTH CENTRAL EXPRESSWAY M2240,DALLAS,TX,75206,(214) 777-6433,151,DALLAS,48113,USA,32.861997030000055,-96.76935335299999,www.pelotoncollege.edu/
JOHNS HOPKINS UNIVERSITY,3400 N CHARLES ST,BALTIMORE,MD,21218,(410) 516-8000,48359,BALTIMORE CITY,24510,USA,39.32980760700008,-76.62072272499995,www.jhu.edu/
SAINT JOSEPH SEMINARY COLLEGE,75376 RIVER ROAD,ST. BENEDICT,LA,70457,(985) 867-2232,165,ST. TAMMANY,22103,USA,30.526778,-90.113621,https://www.sjasc.edu/
COLUMBIA INTERNATIONAL UNIVERSITY,7435 MONTICELLO RD,COLUMBIA,SC,29203,(800) 777-2227,2509,RICHLAND,45079,USA,34.07614213000005,-81.07395849499994,www.ciu.edu/
DEL MAR COLLEGE,101 BALDWIN BLVD.,CORPUS CHRISTI,TX,78404,(361) 698-1200,12096,NUECES,48355,USA,27.76362338000007,-97.40762707099998,www.delmar.edu/
UNIVERSITY OF ARKANSAS AT MONTICELLO,HIGHWAY 425 SOUTH,MONTICELLO,AR,71656,(870) 367-6811,3059,DREW,05043,USA,33.589788,-91.812971,www.uamont.edu/
CRAWFORD COUNTY CAREER AND TECHNICAL CENTER PRACTICAL NURSING PROGRAM,860 THURSTON RD,MEADVILLE,PA,16335,(814) 724-6028,32,CRAWFORD,42039,USA,41.63367466600005,-80.12616686099994,www.crawfordctc.org/
COLLEGE OF THE DESERT,43-500 MONTEREY AVE,PALM DESERT,CA,92260,(760) 346-8041,11741,RIVERSIDE,06065,USA,33.732484,-116.38761,www.collegeofthedesert.edu/
WASHINGTON & JEFFERSON COLLEGE,60 S LINCOLN ST,WASHINGTON,PA,15301,(724) 503-1001,1553,WASHINGTON,42125,USA,40.17093312800006,-80.24072194299998,www.washjeff.edu/
ASHTABULA COUNTY TECHNICAL AND CAREER CAMPUS,1565 STATE ROUTE 167,JEFFERSON,OH,44047,(440) 576-6015 EXT 1007,159,ASHTABULA,39007,USA,41.74586523900007,-80.73450978099999,www.atech.edu/
VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,"210 BURRUSS HALL, 800 DRILLFIELD DR.",BLACKSBURG,VA,24061,(540) 231-6994,45631,MONTGOMERY,51121,USA,37.22990640100005,-80.41998783299994,www.vt.edu/
LEARNET ACADEMY INC,"3251 WEST 6TH STREET, 2ND FLOOR",LOS ANGELES,CA,90020,(213) 387-4242,96,LOS ANGELES,06037,USA,34.063777952000066,-118.29317073799996,www.learnet.edu/
DYERSBURG STATE COMMUNITY COLLEGE,1510 LAKE RD,DYERSBURG,TN,38024,(731) 286-3200,2943,DYER,47045,USA,36.0471946000001,-89.39066095699997,www.dscc.edu/
BLACKHAWK TECHNICAL COLLEGE,6004 SOUTH COUNTY ROAD G,JANESVILLE,WI,53547,(608) 758-6900,2760,ROCK,55105,USA,42.59315918200008,-89.01625419899995,www.blackhawk.edu/
BROKEN ARROW BEAUTY COLLEGE,11122 E 71ST ST,TULSA,OK,74133,(918) 294-8627,76,TULSA,40143,USA,36.06035587400004,-95.85282376299995,www.babeautycollege.com/
VICTORIA'S ACADEMY OF COSMETOLOGY,23 W. 1ST AVE.,KENNEWICK,WA,99336,(509) 586-9979,56,BENTON,53005,USA,46.208885646000056,-119.12229592199998,www.victoriasacademy.edu/
EMPIRE BEAUTY SCHOOL-CHANDLER,2978 N ALMA SCHOOL RD #1-3,CHANDLER,AZ,85224,(800) 920-4593,50,MARICOPA,04013,USA,33.34758571400005,-111.86042253399995,www.empire.edu/
WATTS SCHOOL OF NURSING,2828 CROADSAILE DRIVE SUITE 200,DURHAM,NC,27705,(919) 470-7348,170,DURHAM,37063,USA,36.02764876500004,-78.94130005499994,www.wattsschoolofnursing.org/
UNIVERSITY OF CALIFORNIA-LOS ANGELES,405 HILGARD AVE,LOS ANGELES,CA,90095,(310) 825-4321,69845,LOS ANGELES,06037,USA,34.0688923000001,-118.44390050099997,www.ucla.edu/
VISTA COLLEGE-ONLINE,"300 N. COIT RD, SUITE 300",RICHARDSON,TX,75080,(972) 733-3431,643,DALLAS,48113,USA,32.954466,-96.768207,vistacollege.edu/
HIGHLINE COLLEGE,2400 S 240TH ST,DES MOINES,WA,98198,(206) 878-3710,6486,KING,53033,USA,47.38823109300006,-122.30306413299996,www.highline.edu/
TURTLE MOUNTAIN COMMUNITY COLLEGE,10145 BIA #7,BELCOURT,ND,58316,(701) 477-7862,736,ROLETTE,38079,USA,48.883758,-99.750836,www.tm.edu/
FRANKLIN COLLEGE,101 BRANIGIN BLVD,FRANKLIN,IN,46131,(317) 738-8000,1294,JOHNSON,18081,USA,39.478298392000056,-86.04718216999999,www.franklincollege.edu/
UNIVERSITY OF SOUTHERN INDIANA,8600 UNIVERSITY BLVD,EVANSVILLE,IN,47712,(812) 464-8600,11480,VANDERBURGH,18163,USA,37.96424873900003,-87.67779024399994,www.usi.edu/
PAUL MITCHELL THE SCHOOL-LOUISVILLE,156 NORTH HURSTBOURNE PARKWAY,LOUISVILLE,KY,40222,(502) 583-1018,225,JEFFERSON,21111,USA,38.24897,-85.578849,louisville.paulmitchell.edu/
BLACKFEET COMMUNITY COLLEGE,504 S.E. EAST BOUNDARY,BROWNING,MT,59417,(406) 338-5441 EXT 2201,543,GLACIER,30035,USA,48.55184534600005,-113.0093429,bfcc.edu/
SUNY COLLEGE OF TECHNOLOGY AT CANTON,34 CORNELL DRIVE,CANTON,NY,13617,(315) 386-7011,3614,ST. LAWRENCE,36089,USA,44.60599446600003,-75.18477657199998,www.canton.edu/
"JOSEF'S SCHOOL OF HAIR, SKIN & BODY-GRAND FORKS",2011 SOUTH WASHINGTON ST,GRAND FORKS,ND,58201,(701) 235-9910,44,GRAND FORKS,38035,USA,47.900468938000074,-97.04428846899998,jsohd.com/
KETTERING COLLEGE,3737 SOUTHERN BLVD,KETTERING,OH,45429,(937) 395-8601,904,MONTGOMERY,39113,USA,39.695052264000026,-84.19200606999993,kc.edu/
ATA CAREER EDUCATION,"7351 SPRING HILL DRIVE, SUITE 11",SPRING HILL,FL,34606,(352) 684-3007,272,HERNANDO,12053,USA,28.452814,-82.595621,www.atafl.edu/
ROCKY MOUNTAIN UNIVERSITY OF HEALTH PROFESSIONS,122 EAST 1700 SOUTH,PROVO,UT,84606,(801) 375-5125,1388,UTAH,49049,USA,40.21170211800006,-111.65623588099999,https://rm.edu/
MONROE 2 ORLEANS BOCES-CENTER FOR WORKFORCE DEVELOPMENT,3555 BUFFALO RD,ROCHESTER,NY,14624,(585) 349-9100,81,MONROE,36055,USA,43.15270005000008,-77.74396109399999,www.monroe2cwd.edu/
JONES COUNTY JUNIOR COLLEGE,900 SOUTH COURT STREET,ELLISVILLE,MS,39437,(601) 477-4000,4916,JONES,28067,USA,31.597161606000043,-89.19969388399994,www.jcjc.edu/
ALLEGHENY WESLEYAN COLLEGE,2161 WOODSDALE RD,SALEM,OH,44460,(330) 337-6403 EXT 170,108,COLUMBIANA,39029,USA,40.86722018700004,-80.86123177199994,awc.edu/
ST JOSEPH SCHOOL OF NURSING,5 WOODWARD AVE,NASHUA,NH,03060,(603) 884-4643,124,HILLSBOROUGH,33011,USA,42.74999022600008,-71.47897706999998,www.sjson.edu/
MACHZIKEI HADATH RABBINICAL COLLEGE,5407 16TH AVE,BROOKLYN,NY,11204,(718) 854-8791,173,KINGS,36047,USA,40.62793725500006,-73.98837823799994,https://mhrc.edu/
MIDWAY PARIS BEAUTY SCHOOL,54-40 MYRTLE AVE,RIDGEWOOD,NY,11385,(718) 418-2790,92,QUEENS,36081,USA,40.699612,-73.909591,www.midwayparis.com/
KENT STATE UNIVERSITY AT KENT,"EXECUTIVE OFFICE, 2ND FLOOR LIBRARY",KENT,OH,44242,(330) 672-3000,30612,PORTAGE,39133,USA,41.151603,-81.337128,www.kent.edu/
BRYAN UNIVERSITY,3704 W. WALNUT ST.,ROGERS,AR,72756,(479) 899-6644,51,BENTON,05007,USA,36.33416270300006,-94.17007981199998,www.bryanu.edu/
AUBURN UNIVERSITY AT MONTGOMERY,7440 EAST DRIVE,MONTGOMERY,AL,36117,(334) 244-3000,5986,MONTGOMERY,01101,USA,32.369939,-86.177351,www.aum.edu/
JOHNSON & WALES UNIVERSITY-ONLINE,8 ABBOTT PARK PL,PROVIDENCE,RI,02903,(401) 598-1000,2519,PROVIDENCE,44007,USA,41.819821293000075,-71.41313072999998,https://online.jwu.edu/?_ga=2.244666885.1432107725.1502198571-1382828486.1499961993
BETHANY COLLEGE,31 E CAMPUS DR,BETHANY,WV,26032,(304) 829-7000,764,BROOKE,54009,USA,40.205624,-80.561031,www.bethanywv.edu/
CAMBRIDGE JUNIOR COLLEGE-YUBA CITY,939 LIVE OAK BLVD,YUBA CITY,CA,95991,(530) 674-9199,118,SUTTER,06101,USA,39.139940394000064,-121.65222689699999,www.cambridge.edu/
UNIVERSITY OF PITTSBURGH-JOHNSTOWN,450 SCHOOLHOUSE ROAD,JOHNSTOWN,PA,15904,(814) 269-7000,2641,CAMBRIA,42021,USA,40.267793410000024,-78.83234945799995,www.upj.pitt.edu/
CENTRAL WYOMING COLLEGE,2660 PECK AVENUE,RIVERTON,WY,82501,(800) 735-8418,2052,FREMONT,56013,USA,43.03049202400007,-108.42700987699999,https://www.cwc.edu/
CAPITAL UNIVERSITY,1 COLLEGE AND MAIN,COLUMBUS,OH,43209,(614) 236-6011,3625,FRANKLIN,39049,USA,39.95487465300005,-82.93786739099994,https://www.capital.edu/
AUGUSTA TECHNICAL COLLEGE,3200 AUGUSTA TECH DRIVE,AUGUSTA,GA,30906,(706) 771-4000,4256,RICHMOND,13245,USA,33.41899249000005,-82.04843945799996,www.augustatech.edu/
CENTURA COLLEGE-VIRGINIA BEACH,2697 DEAN DR. STE. 100,VIRGINIA BEACH,VA,23452,(757) 340-2121 EXT 310,133,VIRGINIA BEACH CITY,51810,USA,36.83764131000004,-76.06450270799996,https://www.centuracollege.edu/campuses/virginia-beach/
SOUTH UNIVERSITY-COLUMBIA,9 SCIENCE COURT,COLUMBIA,SC,29203,(803) 799-9082,896,RICHLAND,45079,USA,34.09804162300003,-80.96183911599996,"www.southuniversity.edu/columbia#location=Columbia, SC"
ARKANSAS STATE UNIVERSITY,2105 E. AGGIE ROAD,JONESBORO,AR,72401,(870) 972-2100,15053,CRAIGHEAD,05031,USA,35.84363421100005,-90.67787240299998,www.astate.edu/
COBA ACADEMY,663 N. EUCLID STREET,ANAHEIM,CA,92801,(714) 533-1400,99,ORANGE,06059,USA,33.841161,-117.943055,www.coba.edu/
TRICOCI UNIVERSITY OF BEAUTY CULTURE-CHICAGO NW,5321 N HARLEM AVE,CHICAGO,IL,60656,(630) 528-3330,254,COOK,17031,USA,41.977660247000074,-87.80676740999996,www.tricociuniversity.edu/
SOUTHWESTERN COLLEGE,900 OTAY LAKES RD.,CHULA VISTA,CA,91910,(619) 421-6700,18957,SAN DIEGO,06073,USA,32.64156669800008,-116.99721453299998,https://www.swccd.edu/
THE WRIGHT INSTITUTE,2728 DURANT AVE,BERKELEY,CA,94704,(510) 841-9230 EXT 101,638,ALAMEDA,06001,USA,37.868221005000066,-122.25316763199999,www.wi.edu/
MCKENDREE UNIVERSITY,701 COLLEGE RD,LEBANON,IL,62254,(618) 537-4481,2588,ST. CLAIR,17163,USA,38.609507474000054,-89.81469489299997,https://www.mckendree.edu/
WILLIAM WOODS UNIVERSITY,ONE UNIVERSITY AVENUE,FULTON,MO,65251,(573) 642-2251,2498,CALLAWAY,29027,USA,38.86022168100004,-91.95042557599999,https://www.williamwoods.edu/
